ID_NUMBER,ACTIVITY_LOCATION,ENFORCEMENT_IDENTIFIER,ENFORCEMENT_TYPE,ENFORCEMENT_DESC,ENFORCEMENT_AGENCY,ENFORCEMENT_ACTION_DATE,PMP_AMOUNT,FMP_AMOUNT,FSC_AMOUNT,SCR_AMOUNT
ALD020852422,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/15/1999,,,,
ALD020862413,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/31/1994,,,,
ALD021257357,AL,29,HQ120,WRITTEN INFORMAL ,S  ,07/21/1989,,,,
ALD021257357,AL,30,HQ120,WRITTEN INFORMAL ,S  ,07/17/1989,,,,
ALD021257357,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/11/1997,,,,
ALD021257357,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/26/1998,,,,
ALD021257951,AL,4,HQ120,WRITTEN INFORMAL ,S  ,05/10/1990,,,,
ALD021257951,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/25/1994,,,,
ALD021257951,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/31/1994,,,,
ALD021257951,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/18/1997,,,,
ALD021257951,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/05/2000,,,,
ALD021257951,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/09/2000,,,,
ALD024750929,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/03/1992,,,,
ALD029899077,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/02/1987,,,,
ALD031482037,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,01/17/2003,,,,
ALD031482037,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,10/10/1995,25800,,,
ALD031482037,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/06/1995,,25800,,
ALD031482037,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/04/1998,,,,
ALD031495864,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/08/1994,,,,
ALD031499833,AL,JLB,HQ820,EPA TO STATE ADMINISTRATIVE REFERRAL,E  ,11/09/1994,,,,
ALD031499833,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/07/1990,,,,
ALD031499833,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/12/1991,,,,
ALD031506702,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/28/1996,,,,
ALD031508732,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/03/1993,,,,
ALD031569940,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/11/1998,,,,
ALD033354069,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/21/1992,,,,
ALD034017046,AL,3,HQ120,WRITTEN INFORMAL ,S  ,09/14/1989,,,,
ALD034040089,AL,1,AL115,WARNING LETTER,S  ,08/28/2007,,,,
ALD034046730,AL,8,HQ120,WRITTEN INFORMAL ,E  ,10/21/1985,,,,
ALD034046730,AL,9,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,06/14/1986,,,,
ALD034046730,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/30/1996,,,,
ALD034046730,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/24/1996,,,,
ALD034099267,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/30/1995,,,,
ALD034129817,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/25/1994,,,,
ALD034129817,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/31/1994,,,,
ALD037484268,AL,1,HQ120,WRITTEN INFORMAL ,S  ,11/07/1988,,,,
ALD037484268,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/17/1998,,,,
ALD037484664,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/11/1996,,,,
ALD039570429,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/20/1998,,,,
ALD040653636,AL,1,HQ120,WRITTEN INFORMAL ,S  ,10/04/2002,,,,
ALD040653636,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/24/2000,,,,
ALD041024506,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/03/1996,,,,
ALD041024506,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/16/2000,,,,
ALD041222563,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/31/1994,,,,
ALD041903139,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/05/2003,,,,
ALD041903139,AL,APT,HQ820,EPA TO STATE ADMINISTRATIVE REFERRAL,E  ,08/26/1998,,,,
ALD041903139,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/26/1998,,,,
ALD041906173,AL,1,HQ510,INITIAL CIVIL JUDICIAL ACTION FOR COMPLIANCE AND/OR MONETARY PENALTY,E  ,03/18/1985,,,,
ALD041906173,AL,7,HQ120,WRITTEN INFORMAL ,S  ,07/28/1988,,,,
ALD041906173,AL,34,HQ120,WRITTEN INFORMAL ,S  ,12/07/1989,,,,
ALD044072320,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/03/1999,,,,
ALD044075109,AL,1,HQ120,WRITTEN INFORMAL ,S  ,11/16/1984,,,,
ALD044496263,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/02/1988,,,,
ALD044496966,AL,1,AL115,WARNING LETTER,S  ,03/20/2007,,,,
ALD045632312,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,04/23/1992,,,,
ALD045753043,AL,1,AL115,WARNING LETTER,S  ,01/13/2011,,,,
ALD045753043,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/07/1996,,,,
ALD046480513,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/29/2000,,,,
ALD046480513,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/27/1988,,,,
ALD046481032,AL,1,AL115,WARNING LETTER,S  ,06/26/2014,,,,
ALD046481032,AL,3,HQ120,WRITTEN INFORMAL ,S  ,12/07/1987,,,,
ALD046481032,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/06/1991,,31000,,
ALD047154182,AL,1,HQ120,WRITTEN INFORMAL ,S  ,02/18/2013,,,,
ALD047158266,AL,1,AL213,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,11/15/2000,250000,,,
ALD047158266,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,10/05/2017,,,,
ALD047158266,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,12/19/2017,,10000,,
ALD047158266,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/07/1988,,,,
ALD047158266,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/15/1998,,,,
ALD047749247,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/25/2001,,,,
ALD047749247,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/15/1992,,,,
ALD049150030,AL,1,HQ120,WRITTEN INFORMAL ,S  ,10/19/2005,,,,
ALD049150030,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/21/1995,,,,
ALD049150030,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/09/1998,,,,
ALD049699366,AL,1,AL115,WARNING LETTER,S  ,09/25/2006,,,,
ALD049699366,AL,1,AL115,WARNING LETTER,S  ,10/14/2016,,,,
ALD049699366,AL,8,HQ120,WRITTEN INFORMAL ,S  ,02/10/1989,,,,
ALD049699366,AL,SFQ,AL213,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,11/01/1999,,,,
ALD050162056,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/16/1992,,,,
ALD050162056,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/02/1996,,,,
ALD050166750,AL,9,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,04/30/1986,5250,5250,,
ALD050166750,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/01/1992,,,,
ALD050166750,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/02/2000,,,,
ALD050978329,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/16/1998,,,,
ALD050978329,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/14/1998,,,,
ALD052065117,AL,1,AL115,WARNING LETTER,S  ,08/25/2006,,,,
ALD052065117,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/22/1995,,,,
ALD052065117,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/15/1997,,,,
ALD052682762,AL,1,AL115,WARNING LETTER,S  ,08/11/2006,,,,
ALD053360897,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,11/21/1984,3750,3750,,
ALD053360897,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/16/1997,,,,
ALD053360897,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/23/1997,,,,
ALD053363776,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/24/1999,,,,
ALD053364261,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/04/1996,,,,
ALD053365169,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/10/2001,,,,
ALD054563887,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/25/1996,,,,
ALD054563887,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/15/1998,,,,
ALD054571278,AL,1,AL115,WARNING LETTER,S  ,07/12/2012,,,,
ALD054571278,AL,5,HQ120,WRITTEN INFORMAL ,E  ,11/14/1984,,,,
ALD054571278,AL,19,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,02/28/1986,,,,
ALD054571278,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/30/1991,,,,
ALD055155824,AL,1,HQ120,WRITTEN INFORMAL ,S  ,10/19/2000,,,,
ALD055608012,AL,1,HQ820,EPA TO STATE ADMINISTRATIVE REFERRAL,E  ,09/19/2001,,,,
ALD055610158,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/25/1997,,,,
ALD055897565,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/12/1991,,,,
ALD055908586,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/15/1995,,,,
ALD056113756,AL,2,HQ120,WRITTEN INFORMAL ,S  ,03/10/1989,,,,
ALD056113756,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/16/1995,,,,
ALD057202558,AL,1,AL115,WARNING LETTER,S  ,03/11/2014,,,,
ALD057202558,AL,7,HQ120,WRITTEN INFORMAL ,S  ,04/28/1987,,,,
ALD057207417,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/21/1998,,,,
ALD057208712,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/22/1991,,,,
ALD057208712,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/15/1993,,,,
ALD057213811,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/11/2002,,,,
ALD057213811,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/27/2004,,,,
ALD057213811,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/07/1987,,,,
ALD057213811,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/18/1991,,,,
ALD057220659,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/06/1993,,,,
ALD057226904,AL,8,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,08/30/1985,15000,15000,,
ALD058036054,AL,1,HQ120,WRITTEN INFORMAL ,S  ,09/14/2005,,,,
ALD058218967,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/11/1994,,,,
ALD058218967,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/19/1997,,,,
ALD058221326,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/13/2012,,8400,,
ALD058221326,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/06/1997,,,,
ALD058221326,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/16/1997,,,,
ALD058223371,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,01/24/1990,12000,41300,,
ALD058223371,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/13/1995,,,,
ALD058223371,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/23/1997,,,,
ALD058639113,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/31/2011,,,,
ALD058642950,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,05/30/1991,10000,10000,,
ALD059661454,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/25/1999,,,,
ALD061149712,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/01/2001,,,,
ALD061149712,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/16/1992,,,,
ALD061149712,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/06/1998,,,,
ALD063666325,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/21/1991,,,,
ALD063679567,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/03/1996,,,,
ALD063680391,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/10/2004,,,,
ALD063687016,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/15/1998,,,,
ALD063690705,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,05/02/2012,,,,
ALD063690705,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,10/01/2012,,30000,,
ALD063690903,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/13/1998,,,,
ALD063696926,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/03/1990,,,,
ALD063696926,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/04/1997,,,,
ALD067110676,AL,1,HQ340,FINAL 3008(H) I.S. CA ORDER,S  ,06/16/2010,,,,
ALD067111450,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/25/2001,,,,
ALD067111450,AL,1,AL115,WARNING LETTER,S  ,03/24/2010,,,,
ALD067111450,AL,14,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,06/20/1985,25000,25000,,
ALD067111450,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/08/1991,,,,
ALD067114215,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/20/1994,,,,
ALD067115881,AL,4,HQ120,WRITTEN INFORMAL ,S  ,07/13/1987,,,,
ALD067115881,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/09/1998,,,,
ALD067119966,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/16/1992,,,,
ALD067123570,AL,1,AL115,WARNING LETTER,S  ,03/23/2011,,,,
ALD067127225,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/24/2001,,,,
ALD067132936,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/26/1991,,,,
ALD067132936,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/12/1998,,,,
ALD067138891,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/25/1998,,,,
ALD067138891,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/16/2002,,,,
ALD067139337,AL,1,AL115,WARNING LETTER,S  ,09/13/2011,,,,
ALD068084870,AL,4,HQ120,WRITTEN INFORMAL ,S  ,12/16/1988,,,,
ALD070507868,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/29/1998,,,,
ALD070513767,AL,1,AL115,WARNING LETTER,S  ,04/29/2009,,,,
ALD070513767,AL,2,HQ820,EPA TO STATE ADMINISTRATIVE REFERRAL,E  ,07/16/2015,,,,
ALD070513767,AL,5,HQ120,WRITTEN INFORMAL ,S  ,11/14/1988,,,,
ALD070513767,AL,APT,HQ820,EPA TO STATE ADMINISTRATIVE REFERRAL,E  ,09/13/1988,,,,
ALD070513767,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/02/1988,,,,
ALD070513767,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/28/1991,,,,
ALD070513767,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/22/1992,,,,
ALD070513767,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/11/1997,,,,
ALD070513767,AL,SFR,HQ120,WRITTEN INFORMAL ,S  ,04/18/2000,,,,
ALD071951628,AL,1,AL115,WARNING LETTER,S  ,07/14/2014,,,,
ALD072084965,AL,1,HQ120,WRITTEN INFORMAL ,E  ,08/21/1984,,,,
ALD072099690,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/31/2012,,,,
ALD075452326,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/07/1987,,,,
ALD075457309,AL,1,AL115,WARNING LETTER,S  ,09/13/2011,,,,
ALD077640001,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/06/1991,,,,
ALD077640001,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/23/1992,27100,27100,,
ALD077647691,AL,1,HQ120,WRITTEN INFORMAL ,S  ,05/04/2018,,,,
ALD077647691,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,10/12/2018,,,,
ALD077647691,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/17/1997,,,,
ALD077650117,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/02/1996,,,,
ALD077654036,AL,1,HQ120,WRITTEN INFORMAL ,S  ,09/11/2006,,,,
ALD077657427,AL,1,AL115,WARNING LETTER,S  ,03/07/2016,,,,
ALD077911915,AL,1,AL115,WARNING LETTER,S  ,08/30/2016,,,,
ALD077935203,AL,1,HQ120,WRITTEN INFORMAL ,S  ,07/22/2002,,,,
ALD077959245,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/24/1999,,,,
ALD078964970,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/07/1999,,,,
ALD078983301,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/26/1997,,,,
ALD079109013,AL,1,AL115,WARNING LETTER,S  ,02/05/2013,,,,
ALD079109013,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/14/1998,,,,
ALD079109013,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/13/1999,,,,
ALD079122289,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/22/1993,,,,
ALD079122826,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/17/1992,,,,
ALD079127635,AL,2,HQ120,WRITTEN INFORMAL ,E  ,08/17/1984,,,,
ALD079127635,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/13/1991,,,,
ALD079127635,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/13/1992,,,,
ALD079127635,AL,SFQ,HQ110,VERBAL INFORMAL,S  ,06/26/1995,,,,
ALD079474037,AL,1,HQ120,WRITTEN INFORMAL ,S  ,04/18/1988,,,,
ALD079474037,AL,5,HQ120,WRITTEN INFORMAL ,S  ,06/19/1987,,,,
ALD079474037,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/09/1991,,,,
ALD079474037,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/18/1992,,,,
ALD081381568,AL,1,AL115,WARNING LETTER,S  ,03/21/2012,,,,
ALD081391492,AL,1,AL115,WARNING LETTER,S  ,08/05/2016,,,,
ALD081391492,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/19/1998,,,,
ALD082053422,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/12/1993,,,,
ALD082066192,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,07/02/1986,,,,
ALD082066192,AL,14,HQ120,WRITTEN INFORMAL ,E  ,05/13/1986,,,,
ALD082066192,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/17/1992,,,,
ALD082066192,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/27/1998,,,,
ALD084947415,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/07/1991,,,,
ALD084948157,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/28/2011,,,,
ALD084956911,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/24/2002,,,,
ALD085765808,AL,1,AL115,WARNING LETTER,S  ,12/13/2010,,,,
ALD085765808,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/02/1991,,,,
ALD085774040,AL,1,HQ120,WRITTEN INFORMAL ,S  ,11/16/1989,,,,
ALD085774453,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/21/1999,,,,
ALD086545522,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/01/1986,,,,
ALD087638060,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/29/1998,,,,
ALD091403642,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/10/2003,,,,
ALD093179158,AL,1,HQ120,WRITTEN INFORMAL ,S  ,02/23/1987,,,,
ALD093179315,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/27/2006,,,,
ALD093179315,AL,1,HQ210,INITIAL 3008(A) COMPLIANCE ,S  ,07/13/2006,,,,
ALD093179315,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,03/25/2011,,,,
ALD093187169,AL,1,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,10/21/2004,,,,
ALD094475027,AL,1,AL115,WARNING LETTER,S  ,06/23/2011,,,,
ALD094476793,AL,1,HQ120,WRITTEN INFORMAL ,E  ,09/24/1985,,,,
ALD094476793,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/31/2005,,,,
ALD094476793,AL,1,AL115,WARNING LETTER,S  ,07/28/2008,,,,
ALD094476793,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/05/2014,,,,
ALD094476793,AL,1,HQ120,WRITTEN INFORMAL ,E  ,06/18/2015,,,,
ALD094476793,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,08/08/2016,,,,
ALD094476793,AL,1,AL115,WARNING LETTER,S  ,08/09/2017,,,,
ALD094476793,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/21/1994,,,,
ALD094476793,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/01/1999,,,,
ALD094483591,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/19/1993,,,,
ALD094483591,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/23/1996,,,,
ALD095687679,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,11/30/2005,,,,
ALD095687679,AL,1,AL115,WARNING LETTER,S  ,09/07/2011,,,,
ALD095687679,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/07/1998,,,,
ALD095687786,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/14/1993,,,,
ALD095687786,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/19/1996,,,,
ALD095687786,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/15/2000,,,,
ALD095688875,AL,2,HQ120,WRITTEN INFORMAL ,S  ,11/07/1988,,,,
ALD095688875,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/11/1995,,,,
ALD095688875,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/06/1999,,,,
ALD095704011,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/29/1992,,,,
ALD095704011,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,12/03/1993,,18000,,
ALD095704011,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/07/1995,,17000,,
ALD095704011,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/08/1998,,,,
ALD098852510,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/12/1993,,,,
ALD102088994,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/20/1996,,,,
ALD106168081,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/08/1997,,,,
ALD106168081,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,10/21/1997,,33000,,
ALD118036342,AL,1,HQ120,WRITTEN INFORMAL ,S  ,02/24/1987,,,,
ALD127434439,AL,1,HQ120,WRITTEN INFORMAL ,S  ,03/01/1990,,,,
ALD130360944,AL,1,AL115,WARNING LETTER,S  ,03/03/2007,,,,
ALD131160475,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/24/1990,,,,
ALD131160475,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/27/1999,,,,
ALD133606186,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/06/1994,,,,
ALD147862981,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/05/1990,,,,
ALD149979767,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/19/1998,,,,
ALD155302052,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/10/1996,,,,
ALD155638570,AL,1,AL115,WARNING LETTER,S  ,06/04/2008,,,,
ALD980559850,AL,4,HQ120,WRITTEN INFORMAL ,S  ,04/16/1990,,,,
ALD980559850,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/11/1990,,,,
ALD980559850,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/07/1991,,,,
ALD980559850,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/28/1991,,,,
ALD980603641,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/26/1994,,,,
ALD980837959,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/11/1986,,,,
ALD980839112,AL,1,HQ120,WRITTEN INFORMAL ,S  ,05/02/2007,,,,
ALD980839112,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/01/1995,,,,
ALD980839492,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/10/1998,,,,
ALD980843940,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,11/25/1997,,,,
ALD980844435,AL,4,HQ120,WRITTEN INFORMAL ,S  ,02/09/1987,,,,
ALD980846166,AL,1,HQ120,WRITTEN INFORMAL ,S  ,02/23/1987,,,,
ALD981019045,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/18/1993,,,,
ALD981019045,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/29/1996,,,,
ALD981020761,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/25/2003,,,,
ALD981020761,AL,1,AL115,WARNING LETTER,S  ,08/01/2006,,,,
ALD981020894,AL,1,HQ120,WRITTEN INFORMAL ,S  ,10/10/2000,,,,
